1.170653391828815,0.0,3.045736304238566,0.0,2019-03-18 08:28:59
1.8663559789727964,0.912640064898849,3.9906181940023457,0.0,2019-03-18 08:29:01
0.0,0.0,2.295191824426202,0.0,2019-03-18 08:29:03
0.9432121614163596,0.0,2.017088289495728,0.0,2019-03-18 08:29:05
0.9800041251595508,1.0884077811015902,2.512983749371754,0.0,2019-03-18 08:29:07
0.0,0.0,0.851063829787234,0.0,2019-03-18 08:34:04
1.0023022850080625,0.0,2.1712179594571954,0.0,2019-03-18 08:34:06
1.3836008183465909,0.0,4.657396548835651,0.0,2019-03-18 08:34:08
0.0,0.0,0.0,0.0,2019-03-18 08:34:10
0.0,1.615710929709814,0.0,0.0,2019-03-18 08:34:12
0.995612837054755,1.3148777231320454,2.502931814374267,0.0,2019-03-18 08:34:15
1.030174984809357,0.0,2.1310102194672473,0.0,2019-03-18 08:34:17
1.2765696510936706,0.0,2.5062824593734296,1.9098598995506213,2019-03-18 08:34:19
1.2955230869592986,1.179671787591475,0.9515831797621043,1.7479513613534232,2019-03-18 08:34:21
0.0,0.9903834778346768,0.0,0.0,2019-03-18 08:34:23
58.12238345030663,40.01757677162027,146.0948232534763,0.0,2019-03-18 08:34:25
888.5861294296503,893.4104007165914,873.3791254816553,898.8666402326196,2019-03-18 08:34:27
880.9400904190198,879.7072791495546,877.9628078405093,885.0812846946868,2019-03-18 08:34:29
882.4574801964326,883.3950210414237,877.4970681856257,886.4327253502512,2019-03-18 08:34:31
882.2846694576347,883.2936165897682,873.8716702965321,889.5948982289189,2019-03-18 08:34:33
883.236800882993,882.8744781895924,877.3429385156643,889.4032513877875,2019-03-18 08:34:35
883.3884283699304,883.9831668610251,876.7766795108058,889.3272535025113,2019-03-18 08:34:37
883.6660404599927,882.8575774476499,878.6865471603284,889.3669045730902,2019-03-18 08:34:39
883.2713630307476,882.3775963764808,877.1251465907187,890.2061855670104,2019-03-18 08:34:41
883.150952967588,882.9184201186431,876.0026805159994,890.4275707110759,2019-03-18 08:34:43
884.9180821352554,883.9764065642481,878.8272742502933,891.8450964842718,2019-03-18 08:34:45
883.3237637063859,883.0941878348459,877.2524711006869,889.5354216230505,2019-03-18 08:34:47
885.0596754502692,884.2772397708259,879.299715195175,891.5047581284695,2019-03-18 08:34:49
884.3093423715045,883.6350115770082,878.5458200703636,890.652260111023,2019-03-18 08:34:51
885.0396071064093,885.487332893914,878.5324174903669,891.019032513878,2019-03-18 08:34:53
884.0841309570744,884.2332978417752,877.6746523705814,890.2590536611156,2019-03-18 08:34:55
884.3439045192653,884.6084943129002,876.4985759758754,891.8219666931008,2019-03-18 08:34:57
885.0362623824326,883.5674086092379,879.7218964650696,891.7129262490088,2019-03-18 08:34:59
884.5245196140046,883.1448900606736,878.0264700954934,892.2812582606398,2019-03-18 08:35:01
885.1912345933467,884.422586151532,878.307924275423,892.730637060534,2019-03-18 08:35:03
884.7987869800902,885.5042336358565,878.264365890434,890.5531324345758,2019-03-18 08:35:05
885.5914865625572,886.4439148878635,880.0033506449992,890.2689664287603,2019-03-18 08:35:07
886.8011617341116,884.9667900420827,882.0572960294857,893.2725350251123,2019-03-18 08:35:09
885.2514396249265,885.1864996873362,878.5860278103535,891.8880518107322,2019-03-18 08:35:11
884.6951005368139,885.264243100272,877.0614843357347,891.6666666666667,2019-03-18 08:35:13
885.3774242280514,885.7678852101607,879.1020271402245,891.1842453079566,2019-03-18 08:35:15
885.0139642225841,884.9600297453057,878.5994303903502,891.392413428496,2019-03-18 08:35:17
885.632738158265,886.3796920684817,878.1370413804658,892.2944752841661,2019-03-18 08:35:19
886.1221827668509,885.72394328111,880.2948567599263,892.2581284694687,2019-03-18 08:35:21
885.4454336155725,885.6495800165626,877.8421846205395,892.7438540840603,2019-03-18 08:35:23
885.0931226900358,886.6399634943973,878.016418160496,890.5597409463389,2019-03-18 08:35:25
886.0173814155803,886.9543172945291,878.0398726754901,892.9685434840075,2019-03-18 08:35:27
884.957103914981,884.3549831837616,879.175741330206,891.2470261697066,2019-03-18 08:35:29
886.1868474304015,886.0619581199613,880.0502596749875,892.3605604017976,2019-03-18 08:35:31
885.48334048731,885.7104226875559,878.699949740325,891.9508326724822,2019-03-18 08:35:33
884.7809484522127,884.7437002484409,879.236052940191,890.2854877081681,2019-03-18 08:35:35
885.893626628444,884.6051141645117,881.1325180097169,891.8484007401534,2019-03-18 08:35:37
0.0,1.575149149047643,0.0,0.0,0.9108798296441165,1.0140445165542766,0.0,0.9351044144858578,2019-03-18 08:43:30[0, 0, 0]
0.0,0.8517973939055924,0.0,0.8954533439069522,2019-03-18 08:43:32[0, 0, 0]
2.3680645754708602,0.0,3.2601775841849556,3.479381443298969,2019-03-18 08:43:34[0, 0, 0]
193.2291637632585,113.54594466697087,364.83833137879043,101.89003436426117,2019-03-18 08:43:36[239.11, 76.55, 246.65]
193.50789076131505,110.93985025942638,367.512146088122,102.6268834258525,2019-03-18 08:43:38[240.9, 75.16, 246.27]
195.65631846231483,114.11718974462978,368.51733958787065,104.89690721649485,2019-03-18 08:43:40[239.66, 77.13, 245.55]
195.57604508687513,113.26539235072418,369.36840341765793,104.65239228125826,2019-03-18 08:43:42[240.17, 76.49, 245.68]
0.0,0.0,0.0,0.0,2019-03-18 08:43:44[0, 0, 0]
